Image,Contrast,Folder
9.jpg,14370.305598477036,check6
1.jpg,6747.415170397078,check7
10.jpg,5647.018627516282,check7
11.jpg,4014.712403360579,check7
12.jpg,2215.463732149044,check7
13.jpg,5704.9574098626745,check7
14.jpg,8490.541818131413,check7
15.jpg,3863.68458144638,check7
16.jpg,4489.457591241521,check7
17.jpg,15999.52199563301,check7
18.jpg,2650.6668535285767,check7
19.jpg,14091.512577913245,check7
2.jpg,2062.165059079731,check7
20.jpg,4547.475346143819,check7
21.jpg,3409.7974098520144,check7
22.jpg,14690.167059952395,check7
23.jpg,3221.8391859280177,check7
24.jpg,3244.51615872675,check7
25.jpg,4627.1718146666935,check7
26.jpg,3180.4390081717834,check7
27.jpg,19084.92038898079,check7
28.jpg,5494.047553183188,check7
29.jpg,9057.589866368091,check7
3.jpg,4398.28802905188,check7
30.jpg,2539.0165523825367,check7
31.jpg,13250.569543254618,check7
32.jpg,8780.593576878122,check7
33.jpg,5312.0993076909945,check7
34.jpg,8194.377799488513,check7
35.jpg,2253.36838058192,check7
36.jpg,13204.706163503686,check7
37.jpg,4972.393071118219,check7
38.jpg,5378.402092401011,check7
39.jpg,2592.55168252744,check7
4.jpg,1815.51743390013,check7
