Image,Contrast,Folder
4.jpg,11571.727120357373,check8
40.jpg,5463.379533581017,check8
41.jpg,23162.583687281425,check8
42.jpg,31792.01350508964,check8
43.jpg,8798.462890625,check8
44.jpg,16237.797715509201,check8
45.jpg,42623.204231919575,check8
46.jpg,25305.329956454665,check8
47.jpg,54642.59542095339,check8
48.jpg,36064.78793853186,check8
49.jpg,27158.480732032032,check8
5.jpg,13014.049599920001,check8
50.jpg,36469.83822404321,check8
6.jpg,10614.97670635865,check8
7.jpg,26876.920497342977,check8
8.jpg,3738.515300224444,check8
9.jpg,5944.7263577042995,check8
1.jpg,26390.55240555437,check9
10.jpg,4092.5945329769415,check9
11.jpg,37905.062436663866,check9
12.jpg,23197.30574187374,check9
13.jpg,1858.9213804128215,check9
14.jpg,33828.853860303,check9
15.jpg,3812.219162843665,check9
16.jpg,4513.254280503022,check9
17.jpg,13650.818884509941,check9
18.jpg,7382.778541717068,check9
19.jpg,47225.78078753946,check9
2.jpg,74638.55712989726,check9
20.jpg,11895.790473030786,check9
21.jpg,8916.647485051837,check9
22.jpg,3766.1715704688727,check9
23.jpg,57216.6739693101,check9
24.jpg,5534.767696203861,check9
25.jpg,2966.276879157289,check9
26.jpg,4450.782933274094,check9
27.jpg,13034.786168458313,check9
28.jpg,29569.85404437604,check9
29.jpg,33552.550798204036,check9
3.jpg,12428.744134533163,check9
30.jpg,18490.664999043925,check9
31.jpg,6738.846859491055,check9
32.jpg,2309.514971990875,check9
33.jpg,49884.631694609394,check9
34.jpg,24470.170915463026,check9
35.jpg,9778.90235985363,check9
36.jpg,13720.518323911821,check9
37.jpg,31158.340673259572,check9
38.jpg,39483.228889611106,check9
39.jpg,15904.231814849974,check9
4.jpg,15890.368425195291,check9
40.jpg,36479.73402776524,check9
41.jpg,44365.01986115379,check9
42.jpg,40532.090656436216,check9
43.jpg,16808.141391698147,check9
44.jpg,45825.92586027627,check9
45.jpg,25562.362072543867,check9
46.jpg,29104.689270273746,check9
47.jpg,43826.459044205454,check9
48.jpg,10704.649109239035,check9
49.jpg,7415.917882700851,check9
5.jpg,18024.81515918836,check9
50.jpg,70683.29181225921,check9
6.jpg,18942.964094909115,check9
7.jpg,20424.296030293204,check9
8.jpg,10435.651117795907,check9
9.jpg,25211.265520442976,check9
1.jpg,33784.26233961144,check10
10.jpg,23581.82200147787,check10
11.jpg,7109.957154562352,check10
12.jpg,34548.68336343825,check10
13.jpg,7914.96975743438,check10
14.jpg,36100.09524442711,check10
15.jpg,27176.79086445908,check10
16.jpg,14679.676382804404,check10
17.jpg,12039.180963098777,check10
18.jpg,33512.670656142654,check10
19.jpg,18077.946751662465,check10
2.jpg,30623.737758243642,check10
20.jpg,27719.55470061352,check10
21.jpg,16018.158614163796,check10
22.jpg,39027.13145233204,check10
23.jpg,27931.211546796207,check10
24.jpg,7997.417498071011,check10
25.jpg,25933.84176464112,check10
26.jpg,35705.9444385975,check10
27.jpg,17958.231168455004,check10
28.jpg,35370.62386257477,check10
29.jpg,12378.028227866467,check10
3.jpg,12490.022832675853,check10
30.jpg,33300.75961933986,check10
31.jpg,30894.635894150997,check10
32.jpg,35012.927955902305,check10
33.jpg,8592.303366972475,check10
34.jpg,35692.56923618659,check10
35.jpg,11957.224561574109,check10
36.jpg,6862.85138397622,check10
37.jpg,35073.2258075359,check10
38.jpg,33913.957676777485,check10
39.jpg,37155.984924302116,check10
4.jpg,7915.096640588839,check10
40.jpg,18119.111820670572,check10
41.jpg,13208.182363387003,check10
42.jpg,22929.844960325117,check10
43.jpg,32265.212099555927,check10
44.jpg,11952.304629902597,check10
45.jpg,35469.38970002727,check10
46.jpg,34593.83852187239,check10
47.jpg,35887.94661510234,check10
48.jpg,32071.343561101392,check10
49.jpg,14681.062254136725,check10
5.jpg,22617.123887892616,check10
50.jpg,11892.26202605119,check10
6.jpg,9312.427478399439,check10
7.jpg,26344.321454408022,check10
8.jpg,24416.80478176004,check10
9.jpg,28789.73394787744,check10
